V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
0.4009781723487918,0.2818499270568922,0.9255825770779064,33.23810831893347,,0.0008512199618035,0.4567264907918867,0.2851263578731491,0.4712010103471984,0.7234643351081117,1084.1710027012366,0.9425472160225998,5.0,3.773641483038487,0.8338033656195101,0.3633727205072463
0.239439318089744,0.3962197833910766,0.2726280603063917,98.4018242977248,CTA,0.3169021385269467,0.2000972599196175,0.8147998898239744,0.7709388937405152,0.4877204128703573,1477.5625530279117,0.2064410419768291,4.0,3.656327248067341,0.8203434607761707,0.5322128679645624
0.9334478881360964,0.2134101992689142,0.6635030036666746,69.04472052600885,MXP,0.045860723208023,0.2065727390349195,0.1511963197372579,0.8504283153239134,0.3506750268090037,1113.1897585419338,0.4543880529959339,5.0,5.831869262045592,0.7026585613303136,0.1462907753570397
0.8183171789054189,0.5489164565662822,0.4386313758957733,32.07407716664594,AGP,0.7613820846211437,0.8866951396294998,0.3862640358611793,0.5278097327969741,0.4769431635529112,1456.6704937104969,0.5203042728642693,1.0,8.663209202016994,0.1536829830520879,0.7948962024893395
0.4613254810608421,0.3212620036639031,0.853104371905735,95.51523699648264,CTA,0.3006594566582695,0.248461729866109,0.5482034973261329,0.8586738969617969,0.857512870562333,975.055795661068,0.2660828144802682,5.0,8.09850461702853,0.6129987846858937,0.3765871525558261
0.2888331852706982,0.6295520098501803,0.5370883797809853,49.98048048982713,MXP,0.4629599613552295,0.2531953584247606,0.4903234991779531,0.1105455413884581,0.3504118881078786,577.504514945953,0.2657066712333709,3.0,6.769319713571232,0.7864712246526674,0.7418173091357262
0.920037008027571,0.5159572244834496,0.7265166409632323,10.055339422818466,FAO,0.6674785272139308,0.5563468492034267,0.7271077371550232,0.2830559316457472,0.3918156576281384,1564.3517257059405,0.2545220739701426,4.0,1.4830869641004898,0.60077452869509,0.3051683939504904
0.0024111650126685,0.4208542536050127,0.733333432478965,19.84348399348592,CTA,0.9318163442682018,0.9537496302449272,0.8393154512404752,0.2568795977816726,0.8408556104500764,934.1385087180776,0.0457874152914371,4.0,9.760148737006434,0.4444576762859237,0.1343697852756651
0.4785162091118808,0.2195567031243269,0.7129638612963226,32.87284576240379,CTA,0.4618064987278634,0.9287764789059908,0.4668587294355429,0.0461235991632146,0.3435269334810581,659.6077511679126,0.6252302935320796,1.0,10.591771890478633,0.3790379773918901,0.9567895040655564
0.0366793901563381,0.2385677605008848,0.5153126192708766,94.66755699776893,CTA,0.7367377962207767,0.0708159573104417,0.0836711183042289,0.9939613403318832,0.0724476507971648,249.52240578021505,0.384777128033409,5.0,8.356885858886907,0.6733885932649915,0.3130112333063882
0.7756540464881537,0.5837416439393465,0.2209509563461764,67.18674407801231,FAO,0.7975329727286257,0.2712729219916853,,0.0902468874529923,0.4352504709033354,1481.6117482929155,0.6197652640808017,2.0,10.171603703226852,0.3803389543085783,0.9555938717889262
0.2743706655724511,0.3646062393377263,0.2536471443169886,70.34272268784258,CTA,0.8419780119334257,0.8850738852692869,0.1625677327925994,0.00351555262292,0.3713276378747688,1538.816968735012,0.4363605215543363,4.0,8.360370579183636,0.2273300729860919,0.638112471382395
0.9158827008349436,0.7544785543096334,0.6690038135596781,61.908364343667465,MXP,0.1340208784158144,0.1422583791982841,0.7956737788722456,0.3844223957834743,0.0355655883548288,132.92305649332278,0.8059875243739463,4.0,10.65589871290214,0.1551641147113045,0.0433333089158678
0.6414780300951479,0.2960658846540615,0.107376477644919,19.478921073524813,TFS,0.3253958220840901,0.9059661507369312,0.9242502928730298,0.7933657298943029,0.3772016903426188,1609.6374220992743,0.0812133041552956,4.0,7.639758589998385,0.4837216778818771,0.85365768791299
0.9162587639647564,0.2676150223980101,0.7702449056428103,35.968599594971586,TFS,0.5317513057322951,0.9322216922076576,0.9189810273813812,0.3766354742281641,0.7110237157534832,943.4634425481544,0.0165702257876738,4.0,3.543298402247415,0.7278113643692701,0.7935978207118746
0.2852077190974718,0.5640595487567461,0.484618930361672,50.95789071284906,FAO,0.9772005367116492,0.5836174752477964,0.9724197149851068,0.9877336824776468,0.5897727671438469,698.9659364244914,0.1045158075765593,3.0,9.063137812250323,0.1719568159787465,0.0830380914652172
0.1709140089218761,0.5088295172467396,0.3558618612560654,94.16397015437106,ALC,0.9545323913700792,0.3359574670550727,0.906122408355245,0.504886370729909,0.9818934404030876,273.8096787897173,0.0961273063904849,4.0,2.871329677429004,0.5462345901272455,0.9316566561158398
0.1507914107287791,0.5991623432159543,0.7304362764255845,15.815564189649066,CTA,0.9331643060499388,0.6111397090864435,0.2536856906663198,0.572893291355185,0.0429209561027067,1302.6897293187913,0.932239822603295,2.0,6.060336774319597,0.807699438174459,0.8681514792249894
